"USERID","REQUESTEDURL"
4324,"trova_do_vento_que_passa,1a_afinaa_a_o_original,coimbra_menina_e_moa_a_ao_vivo_em_portel_28_10,traz_outro_amigo_tamba_m_2,saudades_de_coimbra,caminhada_original,fado_hila_rio,pomba_serena_original,cana_a_o_da_infa_ncia,variaa_a_es_em_la_menor_joa_o_baga_o"
4326,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4332,"tunning_its_not_a_crime,helicop_ter_mix,minguit_o_kuduro_mix,parazaa_r_music_mix,best_of_trance_2008,ft_dj_hellboy_tuning_its_not_a_crime_part_ii,fatal_tecnho,summerjam_remix,uaaah_kuduro_mix,zig_zag_remix"
4337,"aquela_unidade_2008_dj_drix_dj_cratera,kuza_bruto_2008_dj_cratera_dj_drix,vocee_ta_bravo_2008_dj_drix,a_minha_apresentaa_ao,aquele_gajo,are_you_ready_1,cisco_houseguitarra,come_com_o_meu_irmao,como_a_noite_a_longa,great_lover"
4338,"apara_cias,a_raposa_e_as_uvas,devolva_me,eu_e_tu_2,eu_na_o_sou_cachorro_na_o,mema_ria_de_uma_velha_cana_a_o,meu_grito_sentimental_demais_a_ultima_cana_a_o,meus_tempos_de_criana_a_lembraa_as_o_pranto_dos_meus_sonhos,sa_eu_e_voca,sa_voca_1"
4340,"ai_ai_katrefa,hora_da_verdade,madalena,rookie_ft_mrk_da_diva_divina_m2,tavareslm_skhuba_todos_juntos,arrependimento,beleza_rara_jackpot,mc_ivo_mc_vilar_ft_mc_f_ru_o_j_r_amor_perfeito,nao_deixes_q_a_vida_fuja_de_ti,definia_a_o_de_vida"
4341,"sociedade_oculta_desculpa_mae_isolado_spm_mc_babi,mc_babi_sente_enta_o,mc_babi_ft_laya_tudo_o_que_quero,mc_babi_quero_te,mc_babi_tudo_o_que_quero_versa_o_2oo8,mc_babi_freestyle_memo_a_toa_xd,sociedade_oculta_filipa_mc_babi_isolado,mc_babi_na_o_sou_nada_sem_ti,mc_babi_ft_spm_a_s_um_wack,mc_babi_se_nos_amamos"
4348,"a_mbar,astera_ide,egipto,la_tus,soma,carta_o_de_visita,libido,magia_1,exist,memory_lane"
4352,"mc_kaus_a_s_mais_k_especial_mais_k_paixao,mc_kaus_baby_a_s_tu_k_eu_amo,kauz_hiphop_hista_ria_de_amor,mc_kaus_teu_nome_a_bonito,depois_da_tempestade,evollov3_advantage,evollov3_jump_to_the_stars,evollov3_prepare_to_fight,evollov3_springfield,evollov3_street_41"
4354,"pseudo_mcs_ft_bonus,masturbao_mental,beleza_artificial_com_ba_nus_sam_the_kid,11_mulher_que_deus_amou,roleta_russa,drogas,eu_improviso_ao_vivo,a_minha_hista_ria_ft_missy_e_gijoe,se_amanha,danito_ft_myth_jp_lagrimas_na_cara"
4355,"02_mudancas_mixtape_ideias_expressadas,abre_os_olhos_1,afrika_fica_comigo,a_simples_mortex_amostra_do_album_b_c_r_prod_patron_a_versa_o_incompleta_a,beco_sem_saa_da_mortex_2005,bonga,dama_dama_com_poeta,dancing_in_the_night_hb_production_vol_2,dento_caixon_d_g_b,don_hortega_mortex_dominus_improvisso_mortega_freestyle"
4360,"01_in_love,qero_te_assim_te,07_zaza_pijamas_black,04_o_que_sinto,09_agora_sente_sa,11_improviso_je_ne_sais_pa,13_s_a_c_city_no_improviso,12_ja_ca_estamos_outra_vez,dj_douglas_in_noddy_di_guetto_50cente,50_cente_o_bit"
4361,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4365,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,hey_girl_ft_ntk,jp_ft_danito_ainda_penso_em_ti,danito_jp_ft_rafa_dana_porque,amizade_na_o_se_vende,welcome_ls"
4370,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,alegria_dos_ca_us,homenagem_1,maria_1,01_dia_de_sol_no_paraiso"
4375,"11_mulher_que_deus_amou,3_pa_s_conexa_o,6_qua_que_queres_moa_o,angola_es_nossa,anjo_ft_isolado_a_assim_boy,anjo_ft_isolado_ft_mc_babi,at_the_gates_of_the_sky,baby_dont_cry,bo_ten_qu_luta,cadeia"
4377,"amigos,quero_te_sentir,nao_me_abandones_hip_hop,a_arte_mais_bela,adeus_jumper_ft_inato,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,amor_emocional_kutegash_produa_a_es_2008,amo_te_4,a_sa_s_com_a_nostalgia"
4380,"100_alta_categoria,a_importancia_da_amizade,bem_amado,o_sonho_que_vivo,vcs_na_o_ta_o_preparados_feat_hc,aborto_ft_hm,amizade_perda_o,contigo_e_so_contigo,hm_sentimento_em_sila_ncio_ft_major,pra_ncipio_da_desilusa_o"
4381,"compreensa_o_total,coraa_a_o_di_nina,traia_a_o,amar_amar,bu_ka_ten_eskapatori,lutar_contra_esta_mara,mema_rias_de_um_amor_proibido,nao_quero_perder_te_amor_feat_dysonn,so_te_digo_a_uma_coisa_beef,vcs_na_o_ta_o_preparados_feat_hc"
4382,"a_homen_valha_te_deus,a_za_tira_a_ma_o_da_gaita,morena_ai_ai,diz_ca_a_manelzinho,tantas_namorei,rise_up_especial,ana_o_sei_na_o,brincadeira,sem_vergonha,eu_quero_e_ele_na_o_quer"
4384,"calabria_mix_ed,mc_shark_feat_mc_saraiva,choro_por_ti,da_me_a_tua_ma_o,50_cente_o_bit,dj_douglas_in_noddy_di_guetto_50cente,dj_douglass_b_tid_sempre_d_o,dj_xunxe_motha_fucka_remix,dj_xunxe_tecnho_xd_2008,funabtk_dj_xunxe_and_dj_douglas"
4385,"drum_addict_demo,mastiksoul_jacobino_decastro_remix_demo,pete_decastro_love_triangle_promo,pete_decastro_u_know_u_mix,michael_c_flashing_lights,michael_c_ft_djmike_l_rio_vs_street_brazilectro_rmx,piano_rocker_v02,pete_decastro_brainstorm,pete_decastro_u_bring_me_joy,u_bring_me_joy_extended_version"
4389,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4390,"patuscada,caninha_verde,ta_pioneiro_ft_ag_ir_som_tuga_par,cum_sexy_cum,i_need_a_priest,its_lovely,golden_boys_feat_del_marquis,we_are,mulheres,eu_quero_e_ele_na_o_quer"
4391,"3_noites,janota,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am"
4392,"patuscada,caninha_verde,ta_pioneiro_ft_ag_ir_som_tuga_par,cum_sexy_cum,i_need_a_priest,its_lovely,golden_boys_feat_del_marquis,we_are,mulheres,eu_quero_e_ele_na_o_quer"
4393,"patuscada,ta_pioneiro_ft_ag_ir_som_tuga_par,caninha_verde,cum_sexy_cum,i_need_a_priest,its_lovely,golden_boys_feat_del_marquis,we_are,mulheres,eu_quero_e_ele_na_o_quer"
4394,"dj_pak_mind_control_fauvrelle_tribal_mix,dj_pak_erasmus_remix_2008,dj_pak_my_arms_keep_missing_you_tribal_edition,dj_pak_by_champions_league,dj_pak_rise_up_vocal_yves_larock_tribal_expecial,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,o_teu_olhar,let_the_music_dj_bu5a_rmx,sunhump_dj_bu5a_amore_remix"
4401,"apresentaa_a_o_formal,bloco111_a_dor_doi,bloco111_bons_momentos_km_pika_dos_rapadura,bloco111_canti_gas_do_monte,bloco111_faz_a_tua_nuvem,bloco111_quase_perfeito,bloco111_thug_b111_levanta_a_cabea_a_thug,coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia,inato_ft_infiltrado_amor_sofrimento,inato_ft_infiltrado_be_be_beef_era_o_que_que_que_queriam_diss_toppo"
4402,"a_minha_hista_ria_ft_missy_e_gijoe,dj_djony_instrumental_kiza_2oo8_kizalove,foste_uma_mulher_de_coragem_pikya,halloween_no_love,lite,mb_feat_sr_dolce_a_carta_que_eu_escrevi,mind_o_meu_destino_2008,nao_quero_perder_te_amor_feat_dysonn,ntk_e_jessica_da_a_cara_ao_que_sentes_2008,sinto_me_ta_o_leve_2008"
4403,"patuscada,caninha_verde,ta_pioneiro_ft_ag_ir_som_tuga_par,cum_sexy_cum,i_need_a_priest,its_lovely,golden_boys_feat_del_marquis,we_are,mulheres,eu_quero_e_ele_na_o_quer"
4405,"aquela_unidade_2008_dj_drix_dj_cratera,kuza_bruto_2008_dj_cratera_dj_drix,vocee_ta_bravo_2008_dj_drix,a_minha_apresentaa_ao,aquele_gajo,are_you_ready_1,cisco_houseguitarra,come_com_o_meu_irmao,como_a_noite_a_longa,great_lover"
4406,"6_da_manha,a_linda_portuguesa,ana_o_sei_na_o,balanca_1,cabana,cana_a_o_do_engate,carro_de_playboy,cigana_linda,coxa_com_coxa,dana_ando_kizomba_1"
4408,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4413,"afrika_fica_comigo,danito_ft_jp_rafa_preciso_do_teu_amor,mctropas_o_peso_da_culpa_r_i_p_filha,charro_boss_ft_agir_so_entra_pombos_z,espera_por_mim_ft_mind,tamawitah_es_essencial,aftermath,ambiguous_relation,a_minha_hista_ria_ft_missy_e_gijoe,ao_rubro"
4414,"jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,jp_ft_danito_nada_vai_ser_igual,danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_ft_jp_rafa_preciso_do_teu_amor,danito_jp_ft_rafa_dana_porque,danito_ft_myth_jp_lagrim_as_na_cara,jp_onde_estas_tu,sou_o_que_quiseres_mk,se_amanha"
4415,"daruller_u_s_feat_p_paiva_wacklogia,real_mc_as_vezes,united_soldiers_a_festa_e_nossa,sinto_a_tua_falta_2,eu_na_o_vendo_o_meu_rap,se_amanha,positive_ft_real_mc_mentalizado_azteka_festa_e_nossa,dih_p_unit_ft_azteka_entre_o_bem_e_o_mal,revoltado_eu_faa_o_hiphop_mixtape_poet,aleca_johnny_blaze_mais_tu_perdest"
4420,"uma_kesta_o_de_imposia_a_o_dasulla_ft_poeta,presos_neste_asilo_pof_ft_dasulla,ela_dasulla_ft_phattdahkillah_ft_dolla_bill,life_a_pa_kem_pode_pof_ft_dasulla,dilemas_da_vida_1,filho_de_rua_parte_i,conexa_o_1,fuck_off_katchorras_canuca_ft_isek,soldados_da_musgueira,entre_nos_existe_uniao_fabinho_e_steven_tropa_barrekense_feat_versos_urbanos"
4421,"azteka_ft_lyrisista_assim_que_fazem_os_puros,danito_jp_ft_rafa_dana_porque,desabafos_mc_fly,difusao_o_meu_diario,dinheiro_pa_surviva_dasulla_ft_pof,l_a_stress_ft_paulo,mema_rias_de_um_amor_proibido,mgc_suicidio,msn_ft_danito,ouve_o_teu_coraa_a_o"
4425,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4427,"quero_te_sentir,nao_me_abandones_hip_hop,a_nossa_life_com_mc_fly,fuck_off_katchorras_canuca_ft_isek,a_minha_hista_ria_ft_missy_e_gijoe,se_amanha,danito_tarde_demais,my_lucky_charms,a_minha_outra_hista_ria,preciso_de_ti_feat_mc_fly"
4431,"deixa_ser_a_flor,perto_do_mar,fuck_off_katchorras_canuca_ft_isek,puta_da_ragga,chyvi_dodu_na_bo,da_forma_como_fazes,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,dj_hf_kizomba_100,dj_lil_thug_nha_rainha_remix_love_2008,dj_shark_msn_vs_lagrimas_na_cara_kizomba_mix_ft_danito"
4436,"perto_do_mar,criana_a_2,se_ela_a_bonita,mulheres_nuas,babila_nia,luta_de_raa_z,dja_dja_require,dona_amalia,estranha_cidade,plantaa_ao"
4439,"na_o_sei_se_merea_o,art_of_living,fico_a_espera_quer_o_ver_o_fim,dominguiando,gigante,mind_the_thieves,body_language_dj_bu5a_spastik_edit,djjoaosilva_6_am_electro_remix,e_so_mais_um_dia_na_gueto,esta_curtir_dj_bu5a"
4440,"na_o_sei_se_merea_o,art_of_living,fico_a_espera_quer_o_ver_o_fim,dominguiando,gigante,mind_the_thieves,body_language_dj_bu5a_spastik_edit,djjoaosilva_6_am_electro_remix,e_so_mais_um_dia_na_gueto,esta_curtir_dj_bu5a"
4446,"asas_brancas,trova_do_vento_que_passa,saudades_de_coimbra,1a_afinaa_a_o_original,traz_outro_amigo_tamba_m_2,cana_a_o_da_infa_ncia,pomba_serena_original,variaa_a_es_em_sol_maior_de_artur_paredes,fado_hila_rio,contos_velhinhos"
4447,"ntk_e_jessica_da_a_cara_ao_que_sentes_2008,puta_da_ragga,fuck_off_katchorras_canuca_ft_isek,tamawitah_es_essencial,ta_pioneiro_ft_ag_ir_som_tuga_par,nosso_amor_original_carlitos_feat_don_jay,for_my_lady_2008_dj_drix,bairro_tetra_xg_marreco_mc_ft_deus_verbal,so_sexy_babylon_mix,sou_o_que_quiseres_mk"
4452,"a_dias_assim,amarte_ei_para_sempre,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,amor_de_avo,apa_s_um_ano_r7f,a_sa_s_com_a_nostalgia,black_rose_alicia_keys_if_i_aint_got_you,boten_anna,calabria_vs_rise_up_babylon_mix"
4453,"start_it_up,fool_for_love,thatas_the_way_the_blues_como_out_of_me,brock_and_hungry_pra_produa_a_o,every_night_and_every_day_with_steve_guyger_on_vocals,morena_ai_ai,aquarela_sem_cores,iraci_473,vira_velho,drunk_mafia_clima_de_pressao"
4454,"jkc_declaraa_a_o,jkc_estejas_onde_estiveres,jkc_skhuba_amor_no_coraca_o,jkc_um_sonho_amizade_amor_2008,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar"
4456,"bluz,it_hurts,relaxing,howling_a_pray_for_wolf,this_only_happens_on_the_road,all_right,hm_sentimento_em_sila_ncio_ft_major,hm_vale_a_pena_voltar_atras_ft_kute_gash,hm_vsilva_ja_nao_aguento_acabou,hm_duvidas_do_talento"
4460,"sorte_madrasta,corda_bamba,ilha,leaving,amor_de_ma_e_1,balas,mama_na_o_chora,acabou_noites_ritual_2006,o_entendimento,reflexa_o"
4463,"a_em_espinho,caminhando_pela_rua_com_o_meu_mp3,fado_deste_bairro,madrugada,o_diario,o_som_das_palavras,profetas,factos,mensagem_divina,portugal_surreal"
4467,"make_love_in_this_club_by_dj_no_sense,oh_la_la_la_by_dj_no_sense,she_wants_it_by_dj_no_sense,sound_a_f_freedom_by_dj_no_sense,wash_my_world_by_dj_no_sense,a_minha_hista_ria_ft_missy_e_gijoe,a_minha_outra_hista_ria,san_francisco_dreaming_by_dj_no_sense,50_cente_o_bit,calabria_mix_ed"
4474,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4484,"danito_ft_jp_marrone_o_nosso_amor_acabou_danito_produa_a_o,danito_jp_ft_rafa_dana_porque,jp_ft_danito_vou_ter_que_esquecer_danito_produa_a_o,jp_ft_danito_ainda_penso_em_ti,danito_ft_myth_jp_lagrimas_na_cara,dilemas_da_vida_mk,danito_ft_jp_rafa_preciso_do_teu_amor,danito_tarde_demais,jp_ft_danito_nada_vai_ser_igual,major_ft_distinto_sera_amor"
4485,"a_minha_hista_ria_ft_missy_e_gijoe,revoltado_eu_faa_o_hiphop_mixtape_poet,se_amanha,asher_momentos_da_vida_promo_2007,coneca_ao,ntk_da_me_a_oportunidade_2007,tamawitah_es_essencial,afrika_fica_comigo,a_sa_s_com_a_nostalgia,cadeia"
4487,"na_o_consegues_ver,sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,se_amanha,jp_ft_danito_ainda_penso_em_ti,jp_ft_danito_nada_vai_ser_igual"
4489,"fakes_i_reais,joker_74_buehcys_quero_te_perder,mafia_crew_putas_droga_vinho_1,jp_ft_danito_ainda_penso_em_ti,171,a_abrila,agua_viva,covarde,creep_1,ilibado_na_o_te_merea_o"
4493,"125_azul_trovante,a_mema_ria_das_naus_pra_mixagem,amarte_ei_para_sempre,blood_tears,ru_o_j_r_mc_f_tu_na_o_esta_s_aqui,nko_ft_pain_noite_de_saida,puta_da_ragga,debora_ft_azteka_lucone_no_refra_o_sentimento_amo_r,quero_te_ate_ao_fim,put_your_rise_up_down_live_bab_ylon_mix"
4494,"sushiraw_presents_elizio_confirmaa_a_o_2008_what_u_gonna_do_ft_kaysha_mp3,dj_hf_kizomba_100,fuck_off_katchorras_canuca_ft_isek,danito_ft_myth_jp_lagrimas_na_cara,resposta_ao_kamel_estiga,destino_traa_ado_canuca,ta_pioneiro_ft_ag_ir_som_tuga_par,matabaya_ft_dj_pausas_wanderground,puta_da_ragga,sa_eu_e_tu"
4497,"deep_down_inside,fico_a_espera_quer_o_ver_o_fim,na_o_sei_se_merea_o,para_que_sonhar,areia_de_pedras_salgadas,brevemente_insanity,karma,longe_do_amor,ventura,broken_system_1"
4499,"eternal_spiral,foaming_at_the_mouth,hopeless,my_fist_is_my_protest,newborn_child,tears_of_blood,from_the_heart,innocense,dancemusicmix,disco_dance_rhythm"
4505,"dih_feat_sa_raia_subras_block_eu_a_queria_caparica_ms,dih_o_rap_que_eu_falo_subraxblock,dih_subraxblo_ck_ms_o_rap_a_me_eskea_e_productionz_dihkaparikazi,kjr_diurne_dih_a_o_fumo_hiphop_streetz,dih_subraxblock_na_o_sou_o_k_tu_pensas_margem_sul_caparika,punch_lineee_xoye_txara_feat_jo_yo_e_rb,so_te_digo_a_uma_coisa_beef,ovni_fogo_verbal_project_o,p_unit_puto_eu_dou_te_go_p_unit_productions,xoye_feat_jo_yo_fuck_that_bitches_carta_d_amor"
4507,"esta_rio_criticos,herois_da_escrita,kussondulola_shadow_nigga_1,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2"
4508,"na_o_consegues_ver,sonho_real_r7f_ft_froufe,na_o_entendo_r7f,apenas_tu_rainha_da_natureza_r7f,ta_o_perto_r7f,danito_ft_jp_rafa_preciso_do_teu_amor,danito_ft_myth_jp_lagrimas_na_cara,se_amanha,jp_ft_danito_ainda_penso_em_ti,jp_ft_danito_nada_vai_ser_igual"
4509,"02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,1_vive_a_vida_kutegash,4_6a_feira_reggaeton_ft_saraiva,50_cente_o_bit,7_para_ti_amigo_kutegash,amizade_na_o_se_vende,amizade_sem_prea_o,amizade_verdadeira_feat_katy"
4519,"andre_intro_dj,anthem,a_simples_mortex_amostra_do_album_b_c_r_prod_patron_a_versa_o_incompleta_a,beco_sem_saa_da_mortex_2005,bishop_don_hortega_mortex_b_gy_rap_freestyle_beatbox,bomba_senora,cirilo_rubi_sol_foje,don_hortega_mortex_dominus_improvisso_mortega_freestyle,eu_sou_da_track,i_miss_you"
4520,"african_elements_drum_tool,batam_com_a_cabea_a_no_cha_o,fico_a_espera_quer_o_ver_o_fim,kabuki_original_mix,mayan_spirit_original_mix,na_o_quero_vida_de_militar,na_o_sei_se_merea_o,para_que_sonhar,paulo_gama_2,paulo_gama_projectos"
4522,"asher_momentos_da_vida_promo_2007,danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim,destino_traa_ado_canuca,jp_ft_danito_ainda_penso_em_ti,ntk_da_me_a_oportunidade_2007,resposta_ao_kamel_estiga,tamawitah_es_essencial,eras_a_minha_ft_ntk,pinilha_ft_kannuka_espelho_teu,danito_ft_myth_jp_lagrimas_na_cara"
4523,"chalice,intro_noites_ritual_2006,live_up_noites_ritual_2006,acabou_noites_ritual_2006,mama_na_o_chora,babila_nia,homem_do_sucesso,homem_pola_cia,homem_rabot,luta_de_raa_z"
4524,"amarradinho_em_voca,america,amigo_apaixonado_1,amor_antigo,amor_nao_venha_agora,amor_sem_juizo,a_quarentona,aqui_sa_tem_fila,arrasou,ata_mais_ver_vem_me_namorar"
4528,"13_wrong_choices,believe_1,come_rain_or_come_shine,dana_a_das_flores,danielle,moinhos_de_vento,summertime_2,toquefeitio_fredy,yakety_band_alaska,movimento_perpa_tuo_associativo"
4533,"01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_intro_mixtape_ideias_expressadas,02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,02_mudancas_mixtape_ideias_expressadas,05_djas_di_street_krew_2008_dj_ka_nada_ku_techno,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,100_alta_categoria,10_sem_ti_na_o_da_kutegash_ft_hm,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,11_mulher_que_deus_amou"
4537,"dj_mvboss_a_pa_bora,dj_mvboss_right_nowww,dj_mvboss_some_trance,dj_mvboss_stop_and_go,dj_mvboss_thats_right,best_of_trance_2008,a_sa_s_com_a_nostalgia,disco_dance_rhythm,06_from_the_chair,13_rosa"
4539,"02_djas_di_street_krew_2008_dj_ka_nada_for_all_my_friends,08_djas_di_street_krew_2008_dj_k_l_feat_dj_master_g_sem_txoru,11_djas_di_street_krew_2008_dj_hodji_alameda_das_palmeiras_bela_vista,1_vive_a_vida_kutegash,4_6a_feira_reggaeton_ft_saraiva,50_cente_o_bit,7_para_ti_amigo_kutegash,amizade_na_o_se_vende,amizade_sem_prea_o,amizade_verdadeira_feat_katy"
4541,"6_da_manha,abre_a_janela,acabou_1,algarve_em_acordea_o,a_linda_portuguesa,amigo_apaixonado_1,amor_sem_juizo,ana_o_sei_na_o,a_natureza,arrasou"
4542,"jamaica,love_2,mr_officer,no_war,rainy_sunday,rastafari_woman,vampire_nation,homem_do_sucesso,homem_pola_cia,homem_rabot"
4544,"eu_ja_me_convenci,outra_chance,drogas,roleta_russa,11_mulher_que_deus_amou,masturbao_mental,feat_chullage,pseudo_mcs_ft_bonus,beleza_artificial_com_ba_nus_sam_the_kid,fuck_off_katchorras_canuca_ft_isek"
4547,"distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi,major_ft_distinto_sera_amor,distinto_ft_hm_alta_visa_o,distinto_sonhos_destruidos,desculpa_eu_ser_assim,distinto_ft_major_eterna_amada,mundo_magico,sou_o_que_quiseres_1,1_vive_a_vida_kutegash,7_para_ti_amigo_kutegash"
4551,"amarradinho_em_voca,america,amigo_apaixonado_1,amor_antigo,amor_nao_venha_agora,amor_sem_juizo,a_quarentona,aqui_sa_tem_fila,arrasou,ata_mais_ver_vem_me_namorar"
4552,"40a_a_sombra,creep_1,prela_dio,riseupm_ix,strange_things_can_happen,feel_the_beat_1,wad_sa_ntese_da_ambia_ncia_sonora_do_museu_do_rio_alcoutim,kontrabando_musical_3k_street_soliders,pras_panteras_k_partem,prisao_domiciliaria"
4556,"3_noites,k_na_hora,00_recluso_feat_sub_g_participaa_a_o_de_kacetado_kalibre19,01_dia_de_sol_no_paraiso,01_djas_di_street_krew_2008_dj_master_g_hino_da_street_bonus_track,01_in_love,01_intro_mixtape_ideias_expressadas,01_meu_lugar,01_php_you_are_so_v_2,02_00am"
4558,"dj_striker_gasolina_remix,dj_striker_rise_up_2007_remix,dj_striker_dont_stop_the_music_remix,dj_striker_red_hot_remix,dj_striker_rock_this_party_remix,dj_striker_buraka_vs_da_weasel_remix,dj_striker_canta_bahia_remix,dj_striker_letas_get_down_remix,dj_striker_cascada_vs_kuduro_remix,dj_striker_what_is_love_2008_remix"
4564,"dancemusicmix,riseupm_ix,jp_ft_danito_ainda_penso_em_ti,danito_tarde_demais,jp_ft_danito_tu_es_1,o_nosso_amor_acabou,ta_o_perto_mas_ta_o_longe,dancing_in_the_night_hb_production_vol_2,freestyle_dj_shark_ft_2pac_50cent_justin_timberlake,zig_zag_remix"
4568,"blue_interval_franco_piccinno,brincadeira,era_uma_vez_za_soares,lisboa_franco_piccino,sogno_na_37_massimo_cavalli,viagem_x_za_soares,adeus_1,criana_a_2,joke_with_john,the_last_thing"
4569,"o_amor_a_raro,foi_assim_1,vem_pa_pa_de_mim,o_meu_destino_2008,foi_com_um_olhar,hey_girl_ft_ntk,amizade_na_o_se_vende,eras_a_minha_ft_ntk,welcome_ls,jp_ft_danito_ainda_penso_em_ti"
4572,"homem_do_sucesso,homem_pola_cia,diz_me_quem_tu_a_s,chalice,mama_na_o_chora,acabou_noites_ritual_2006,cura_noites_ritual_2006,break_it,nada,target_love"
4577,"caninha_verde,cantiga_bailada,moda_do_entrudo,s_joa_o,vira_velho,escapula_rio,la_grima_de_ma_e,cancao_de_isabel,1a_afinaa_a_o_original,asas_brancas"
4580,"dom_k_papadocks,isolado_anjo_mc_babi,klake_em_busca_da_princesa,klake_na_o_sabes_a_dor_feat_lil_c_noc,mc_babi_ft_laya_tudo_o_que_quero,mc_babi_quero_te,mc_babi_sente_enta_o,roleta_russa,ta_pioneiro_ft_ag_ir_som_tuga_par,100_alta_categoria"
4581,"dj_rossi_samim_heather,jp_ft_danito_ainda_penso_em_ti,rise_up_especial,01_in_love,04_o_que_sinto,alive,amor_ao_hiphop_tuga_2008,dj_hf_club_mix_2008_mix,djjoaosilva_6_am_electro_remix,dj_striker_best_house_summer_party_remix"
4585,"kutegash_porque_nao_mudas_por_mim,meninas_da_ua,moda_das_mamas_grandes,guantanamera,mulheres,aqui_ha_truque,caloira,cia_ncito_aluno,colo_da_serra,despedida"
4586,"broadg_d_tox_vida_loka,dyggas_broadg_a_homenagem,nha_freestyle_a_shot,anti_ba_fias,broadg_gnz_d_t_ox_vida_bandida,joana_homenagem,o_guetto_faz_a_fora_a_1,sdm_ele_anda_por_ai,d_tox_nigga_de_cana,soldados_da_musgueira"
